2198	1511029445938884611	Muita gente buscando psicólogo a valor social não quer, de fato, priorizar o cuidado mental. Porque se quisesse, deixaria de investir em outras coisas que na verdade FODEM o mental mais do que ajuda. Tudo é questão de prioridade, serviço psicológico não é caridade. 	0
3616	1511115568518160387	ai Flávia deixa de cool doce amor #QuantoMaisVidaMelhor 	0
1046	1511032995217653761	Vamos aguardar, se esse bandido vai continuar impune. Ele é mais um político que temos vergonha. 	1
1824	1511043891646062594	MLK VOU PODER VOLTAR A JOGA GENSHINNNNNNNNNN 	0
2954	1511028136942702593	ye pelo amor de deus 	0
925	1511114902554959877	Os nego véio precisam de carinho 🥺😭 	1
3667	1511034496312918017	E o final das contas, o Domenec não era tão burro como pensávamos. Foi o técnico que identificou os problemas, hoje externado, dentro do Fla. Mas todos ainda viviam a ressaca de 2019 e deram de ombros. Agora, a merda está feita ninguém mais sabe como resolvê-la. 	0
2151	1407740633113050000	indefinido,to comecando a descobrir meu estilo agora	0
3891	1511121461121064968	1 MIBUTO DE SILÊNCIO PARA AMIZADE DO TAE COM O JON PELOAMOR DE DEOS NINGUÉM ME TOCA 	1
1390	1511119128987414534	Flamengo nas finais do 1° dia do Troféu Brasil de Natação: 400m medley masc Stephan Steverink 🥇 400m medley fem Gabrielle Roncatto 🥇 100m peito fem Pâmela Alencar 🥉 400m livre fem Gabrielle Roncatto em 6° Maria Fernanda Costa em 7° Rev. 4x100m medley misto Flamengo em 	0
3548	1511117604051632132	ai eu ja desisto dessa empresa, muita humilhação 	0
2178	1407735040226830000	As longitudinais devem ser a cota de chatice do ciclo clínico pq sinceramente quem aguenta. Até agr só farmaco prestou.	0
4453	1511029155856535568	Ainda que eu de aos pobres tudo o que pussuo Ainda que eu tivesse o dom de profecia Ainda que minha fé movesse as montanhas Sem o amor nada Valeria 	0
23	1511031780010344452	Calleri cuzao do caralho 	1
2918	1511042416043872262	fui chamada pra outra entrevista mas preciso ver que dia meu pai pode ir comigo TB, mas eu tô me cagando de medo pq é uma entrevista séria e eu só sei o básico de Excel/word 	0
405	1511042292475441157	A minha mãe pôs cogumelos na bolonhesa, fodeu 	0
2372	1511036046330540032	voltei a trampa igual uma cadela e to animada????? kkkkkk só pode q to loca 	0
2117	1511028370653466625	Como eu amo esses doiis!!! 🥰🥰🥰 	0
2263	1511027667109298182	O resto é choro de perdedor. 	0
3566	1511030087625461763	hoje foi meu diiiia, estava precisando tanto desse cuidado 	1
1556	1511039214284120064	harry ninguém ta entendendo nada amor explica isso direito 	0
3095	1511042742620721154	eu amo o papi pois ele nao tem medo de nada, eh o maioral sim 	0
1423	1511113991283777543	Te quero bem mas sou todo errado 	0
4276	1511119700536737801	que horror esse vídeo, juro q n sei qm passou mais vergonha, apenas oq eu precisava p melhorar o dia, e a loka ainda lucrou KKIKKKKKK 	0
3120	1511028733880287237	mds q dor nas minhas costas 	0
2299	1511045064784584706	[4/4 15:12] pai: Estou passando no mc msg q gosto de receber::: 	0
1765	1511122539556257793	horror de quem precisa ser grosso p conquistar respeito e credibilidade 	0
3603	1511042802825801733	sim alaofeio, eu também queria que meu pai fizesse isso para mim 	0
2358	1511118990021742593	Esse cara fazendo merda de novo... Nem me surpreende... 	0
3592	1511120211855949835	Eu não sei se vocês usam as redes sociais para trabalho. Eu uso meu Instagram para propagar informações sobre Direito das famílias e das sucessões. Ocorre que esse lance de manter engajamento está me fazendo perder a felicidade em postar. Virou obrigação! Ficou chato! 	1
985	1511044134303416327	terminar de arrumar as coisas na força do ódio 	0
3037	1511040339724980228	É sobre 	0
2453	1511028809063096324	É tão chato ver q eu tbm fui enganada e a pessoa tá decepcionada cmg? Eu nem vou expor essa situação aq não pq fica feio mas sinceramente eu sei q errei e tenho total consciência disso, mas o alecrim dourado em momento algum teve a consideração de falar q vcs estavam juntos. 	0
1493	1511039923285016581	Não reclame de seus antigo amigos, sempre demos conselhos, até chamou para não ir para a casa, mais agr n vem culpa agnt pelo seu erro 	0
2887	1511033818899267585	Essa ai so fala merda e leva uma péssima imagem do Brasil pra fora Lamentável 	0
3660	1511114895592411136	Fiquei curioso com essa parte do profissional 	0
1084	1511119529203716097	instagram não sabe mais qual merda colossal inventar eu la quero saber qual meu primeiro comentário a 6 anos atrás diabo 	0
3767	1511114416976277506	so um abraço do skz melhorava minha vida 	0
482	1511115658637066249	amor 💖 	1
2605	1511121846497910790	Não julgo, faria igual 	0
2212	1511115757496811525	O emoji errado kkkkkk 	0
2913	1511032955040325639	Concordo em tudo. Tudo errado. 	0
2174	1511045133210427403	me frusto por não poder ajudar todo mundo que eu gosto 	0
4467	1511032973797298180	amor vc tava indo tao bem pq fuder td agora??? 	0
4384	1511032995787989007	Saudades de há 30 segundos atrás, quando ainda não tinha visto esta merda 	0
3509	1408055911864730000	Se já tivemos corrupção na compra de Leite Condensado, por que a surpresa com a vacina?	1
2760	1511118391926525965	queria ter a facilidade pra socializar até com estrangeiro igual o Tae, uma vez eu conheci uma moçambicana no meu curso, a menina falava português eu não consegui manter um papo com ela nem assim KKKKKKKKKKK ela me pedindo informação e eu  errrr ali naquela porta 😥 	0
3214	1511037787826540550	calma aí po KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK 	0
3044	1511121790411714566	desde sábado não durmo direito 	0
1553	1511031863015522305	que nojo desse mendigo e mais nojo ainda desses ““““influencers”””” dando palco 	1
1104	1511031530516361219	Eu provavelmente vou trabalhar com os dois então terei o passe livre pro dobro de álcool e drogas 	1
910	1511040579135803395	Contém fortíssima ironia. 	0
692	1511042126519406601	Rapaz, 200% cansado de Flamengo. Feliz é meu pai que acompanha o jogo, xinga o time, segue a vida e não busca saber de bastidores. Um dia eu largo esse trem. 	1
289	1511122236513603584	é tão difícil as organizadas do inter fazer isso?? 	0
4282	1407862462603560000	pois eu to preocupada com o tanto que meu grau aumentou vo chorar	0
2961	1511036698674798594	n tenho saúde mental p ver esse julgamento injusto do moran alguém salva o meu filho idai q ele cometeu genocídio ele tem passado triste 	1
2473	1511039165584101376	Mano, se tu tem alguém que te apoia, te dá força, e te incentiva nos seus sonhos, valoriza mano!!! Hoje em dia é raro essa porra, seus amigos e qualquer mina tu só tem na fase boa. Na hora da luta, na hora que o bixo pega é a mina que tá do se lado que vai te ajudar. 	1
3601	1511113912367865871	Única vez q ela errou e errou feio slk 	0
2871	1511043152773320717	to vivendo na força do ódio hoje 	0
295	1511116229053976581	Trabalhar minha autoestima pra ser mais sociável como o Taehyung. Ele é tão acessível, gentil, carismático que é impossível não gostar dele. 	1,1
61	1511122362854424576	O abraço dela é sem igual, chega a ser difícil segurar as lágrimas, sabe? O carinho, o acalento, o quentinho no coração.. sou muito cadelinha, meu pai 🥺🌻🪞💛 	1
2457	1511029450594476044	Estou aqui pronta pra ir pra academia, porém não to conseguindo fazer esforço algum sem sentir dor. 	0
2275	1511035920501424131	todo dia acordo de manha pensando no cochilo da tarde que irei tirar mas no fim nao tiro cochilo nenhum e nao durmo direito a noite tsmbem uma maravilha a rotina diaria 	0
3699	1511029541153738755	não sei se tenho ima pra coisas vagabundas ou se eu que não sei cuidar mas todas as bolsas e mochilas que comprei rasgaram com menos de uma semana 	0
1542	1511036041024659457	inclusive foi assim que fiz minha primeira amizade na formação que estou cursando 	0
2154	1511032086743896064	Will Smith bateu no comediante errado 	1
2551	1511114209853071361	Que dor no corpo mano. 🌚😂😂 	0
3353	1511045811731374080	SIM,SIM,SIM! 	0
2843	1511036509515923464	Tô nesta vibe real. 	0
3832	1511033082782048259	justin bieber cantando peaches como se fosse um louvor de igreja q ama um worship me pegou demais eu rio toda vez que cejo ele de olhos fechados no piano cantando com essa expressao como se tivesse se declarando pro espirito santo 	1
2513	1511039247834304519	Só queria saber oq eles falaram 	0
3066	1511122293002579975	como assim elas são amigas ? 	0
2075	1511045669313785868	queria falar pra minha mãe que ela falou de mim pra mãe dela 	0
1852	1511033841812910080	Chorando por estresse, que merda 	0
1770	1407874898723280000	Amém!	0
3448	1511114667153833990	Tive o privilégio de acompanhar um pouco o começo das pesquisas,e ver de perto os testes,foi lindo. E aqui estamos,não é o final da pandemia,ainda temos de nos proteger e se cuidar. Saímos da pandemia não aprendendo nada. Espero que não retrocedamos. 	0
3198	1511042394183110666	cartão ela dar agora vai pedir pra pagar lkkkkkkkk ela taca oq tiver na frente dela 	0
1742	1511118653634355206	Meu pai do céu... 	0
1368	1511040129539973126	muita força pra gente, amigos. pq não sei da onde eu vou tirar 	0
3265	1511029281085927429	Isso aqui é muito foda 	0
4110	1511043474619088903	Marten de Roon, jogador da Atalanta tendo que vir a público pedir desculpas pelas atitudes racistas de seus torcedores. Força Koulibaly! 	1
3584	1511115547462848513	Se vai dá certo eu não sei,até pq tudo que está acontecendo foge do seu controle A parte de analisar o adversário e montar um esquema em cima,ele está fazendo Resta saber se os jogadores vão obedecer. 	1
607	1511114565194592259	O amor é estranho né a pessoa se apaixona sem nunca ter te visto .. 	0
296	1511119179256143875	Eu vou ficar maluco assim, puta merda. 	0
587	1511119302946177030	Se isso fosse real, eu andaria igual um minion pra todo lugar 	0
566	1511123139408932866	Vou criar hoje o grupo das excluídas sem grupo prometo kkkkkkk me avisem se quiserem participar 	0
4392	1511034320919699457	ya tipo noites quentes são horríveis, , zero stresses? quê stresses desaparecem no verão?, e agua do mar é salgada e suja lol 	0
2087	1511122280818130950	Eu fico meio triste em pensar q em um relacionamento eu provavelmente sou o rosa 	0
2155	1511115170470416385	Minha mãe percebeu que estou um pouco diferente do normal... Ele me deu dois🐤🐥 Triste não poder dizer que não quero. 😐😐 Aceito dicas, para 'cuidar' da melhor forma. Não achei muita coisa na internet. 	1
3077	1511043397011873800	Eu bem assim 	0
3544	1511122578886254598	concordo com isso, mas no caso do cara que eu ficava, ele flertava e pegava a maioria das amigas dele. 	1
2382	1511117263008636934	Eu to mt triste vai se fuder professor de merda vau se fuder matematica do caralho seu monte de bosta 	1
2876	1407869121556010000	a au já tinha me ganhado com o plot e agora que eu vi que o jimin mora na minha cidade ui tô me achando 😔😔	0
3810	1511032582116413445	pera la que eu ja te conto 	0
4402	1511121543912468490	Eu sempre vou achar engraçado como os amigos da minha irmã me vêem como uma criança ainda quando vem aqui em casa, eu acho bem fofo e me sinto acolhido pra ser bem sincero. Fofos 	0
196	1511040171881508879	fui ali na Laureano e voltei igual um tomate kkkkk🫠 	0
3979	1511118313350385673	só queria ter coragem igual eu tenho vontade 	0
3452	1511040543190667269	amo dar aula, queria até trabalhar com isso no futuro mas deus que me livre de ter que me esforçar pra ensinar quem não se interessa 	0
3798	1511035904642719751	O tédio que esse povo passa na fila pra visitar o presídio, ai posta merda assim 	0
1473	1511117020326248455	as criança do jardim 1 comigo 	0
321	1511114058854014982	28 anos e eu que era inimiga do fim agora sou inimiga até do começo! Não quero nem ir 😅 	0
118	1511117208839204868	Eu amo uma thread de respeito ❤️😼 	0
261	1511122339450261505	puta bagulho de nerd, magozinho filha da puta 	1
598	1511115967031611394	Meta: ir no bandejao sempre a noite pra ver se nos encontramos dnv e quem sabe dessa vez eu fale um oi 	0
2543	1511032529071087620	pelo amor de Deus olha as merda que essa mulher tá falando  mãe desculpa eu devia ter escutado quando vc militou por eu ter postado envolver no stories 	1
905	1511038914731118604	Aiai a minha Doja sendo injustiçada 	1
1418	1511033417995071493	Gente eu tô besta,que nojo 🤮 	1
3679	1511119702092877829	Queria pintar meu cabelo igual eboy 	0
1056	1511034644715687938	Não queria acreditar nessa situação no Flamengo, mas tudo se encaixa diante os relatos, e depois do que vi sábado no Maraca: PS “pilhado” na beira do campo, os caras não correspondendo. Tem coisa errada. Agora, como podem ir contra o próprio clube? Nunca vou entender isso… 	1,1
1330	1511045628918476800	A velha tossindo do nosso lado e a minha mãe me dando uma olhada cis 	0
322	1511037680695623689	vcs achao que os amigos do meu esposo vao gostar de mim ? 	0
1224	1511122681114071041	Lembro bem de escrever esse texto entre horários de almoço e panfletagens, bem como conversas informais, estimulando a greve e a divulgando. Ler esse papinho descontextualizando a letra do Emicida pisa no meu calo profundamente por isso: sim amigo, conheço Marx E a fome. 	0
1961	1511027835380682759	não aguento mais dor de cabeça 	0
4062	1511044526093307904	Quando eu falo que vou com o meu pai no encontro das tribos o povo surta kkkkkkkk gente tô ficando com medo e quase fazendo ele querer vender o ingresso 	0
1430	1511042814666326025	Faltando menos de 1mes pro meu aniversário e eu tristinha pq não vou poder fazer minha festa de 25 anos. É tão difícil ser pobre 🫠🫠🫠 	0
1994	1511044028053266442	sofri um golpe de 20 reais não é possível cadê meu livro 	1
3735	1511038548190846983	O motel temático do Castelão agora tem que colocar uma hidromassagem pra fazer direito 	0
3653	1511045367521058818	medo constante de estragar as coisas 	0
3229	1407706963098710000	erro é pegar mulher casada achando que é solteira, racismo é crime seu filho da puta	1
4372	1511114601336877058	Um monte de gente com dor de cotovelo foda-se 	0
3815	1407792004843580000	— Fique sabendo que sou, praticamente, uma sereia!	0
1445	1511036762042294275	aí o bigbang lança o cb e o mv foi gravado no presídio, chacotas 🫣 	0
226	1511030749054578694	O ditado é certo. Vão se os anéis, ficam os dedos! 	1
17	1511118257419345924	Eu tenho MEDO quando eles acham alguma pista pq sempre da merda 	1
3235	1511116317746728963	Diretor certo para está série 	0
1697	1511045792714342409	essa conta 	0
1277	1511032798538207232	mano me humilhei muito perguntando se ele ainda me amava MAS NAO FOI NESSE SENTID 	0
4349	1407865250578410000	Minha vó e eu compramos pijamas combinando, eu amo ❤️‍🔥	0
4434	1511122686218539010	e eu q nem namorado tenho e passo a aula dando conselho de relacionamento kkkkkkkk 	0
3564	1511118917644832773	falar com a minha irmã é minha alegria, essa criança tem todo o meu coração 	0
3274	1511039695123271681	Poderia comprar um celular novo pro menino? Sim, tudo bem, mas isso é detalhe. O mais importante é pedir desculpas, mostrar arrependimento e reparar o erro. E não repetir, claro. Aos mais raivosos: se pedido de desculpas não vale, o que valeria então? 	0
418	1511119045638209542	vou cometer um crime de ódio 	1
2793	1407753808206340000	Gente o povo do Rio me assusta serio. Eu sei que eles sempre parecem que são grossos porém sem intenção, mas gente eu só confundi o valor ... credo	1
988	1511036945782259717	Meus Amigos, o ex-presidiário LULA Ñ lidera PÔRRA NENHUMA, pois as pesquisas são fajutas, direcionadas e apoiadas na ação das URNAS BATIZADAS QTÃO deixando seus 'donos' em PÂNICO, porQ as FFAA foram convidadas e serão ATUANTES, e Ñ apenas ALGO DECORATIVO! ACORDA MAGOTE DE JACARÉ! 	1
1062	1511030023708368906	SIM. o draco passa o dia inteiro dormindo e não consegue pular o portão direito de tão gordo, só sabe comer e dormir mas meu xodó tb 	1
2673	1511043625853014022	E tem quem dê palco pra um retardado desses... 	1
3016	1511118513934643200	Publicitário é a pior raça do universo e vou sempre defender isso 	0
3476	1511114223237087239	BIBI EU FARIA DE TUDO POR VOCÊ MEU AMOR #QuantoMaisVidaMelhor 	0
572	1511034229899026432	tive que reajustar os valores por conta da taxa do cartão, os regulares vão pra 65 e o restante se vcs continuarem se interessando eu posso falar 	0
229	1511121183797915657	nenhum desses topicos apareceu na minha tl 🙏🙏 	0
1760	1511119564498681858	Que briga feia 0/10 	0
86	1511040428820373514	Tomei muito café e agora tô me tremendo igual um pinscher 	0
440	1511036915448958992	não sei pq mas hoje eu to exalando confiança c td, mó brisa 	0
3951	1511034820985606145	muito eu 	0
2616	1511122186249158661	O melhor nao tem como 🙅🏻‍♂️ 	0
3993	1511118652011073551	Quer mais????? 😱 	0
2331	1511114716109852680	não tem recepção melhor do que a amora faz🥺 chegar em casa e tem um serzinho te enchendo de amor ❤️ não aguento não 	1
4321	1511118217301098496	Essas crianças não param nem por 1 minuto 🙄 	0
2100	1511119067083591688	meu deus ele é mt pequenininho, parece uma criança ali no meio 😭😭 	0
242	1511045113300062221	Vim em Nova Iguaçu cheia de medo de chover e eu ficar presa aqui 	0
3783	1511032167995912196	Preciso ir em alguma Igreja 	0
1529	1511043431187030019	Mais engraçado do que o povo criticando essa menina por gastar isso tudo em sorvete é o povo defendendo ela Um suco de desocupados e de desocupados que lambem cu de gente rica 	0
4380	1407876921476660000	boa noite madu i8livs te amo espero que durma bem	0
2554	1511030544188022787	E de sorriso, tu te garante ? Kkkkkkkkkk amei esse do insta 🤪 	0
1460	1511044502642995214	e a guria q fez o meu título q escreveu um sobrenome inteiro da minha mãe errado 	0
1759	1511115462070968325	Eu tô chocada que hoje meu joelho não deu um sinal de dor, fortalecimento deu certo 	0
2597	1511027861695701002	'Em certa casa da Rua Cosme Velho...' 	0
998	1511038170883923969	véi, ou a pessoa é uma máquina ou ela tem o psicológico fodido pra conseguir conciliar estudos, relacionamento, amizade, academia, alimentação e lazer. minha cabeça está assim: 🤯🤯🤯🤯🤯 	0
4329	1511042294601891842	ver um dia q a tropa for p caju mandar grau e vou imbicar junto, maior tempão q n paro p dar um treino de respeito 	0
3853	1511114971995947014	Errado ele não tá, nem gay gosta de gay 😍 	0
3644	1407858419143420000	Não consigo sustentar mentira, quando não tenho coragem pra falar eu agradeço a Deus quando descobrem	0
944	1511122949365014536	ser legal não é querer pega crlh, AMIZADE, pqp 	1
935	1511028706432671752	já deu, já descobri q sem você n sou eu já cheguei, vem p devolver oq é meu amor tentei te esquecer, mas n deu 	0
3384	1511029764445847561	MEU AMOR❣️ 	0
1712	1511114978157281282	Era tudo que eu precisa febre e dor de cabeça 	0
2983	1511037435295285250	(...) no que à militância comunista diz respeito. E muito boa gente que eu admirava, inclusive com livros publicados e uma carreira longa, tem vindo a chumbar no exame com o passar do tempo. Muitas vezes trocam o certo pelo fácil. Se por calculismo ou ingenuidade, não sei. 	0
996	1511032251143893000	Merda é chegar a casa e não ter forças ... 	1
346	1511118620784578560	cara, o tricolor é uma piada 	0
558	1511120760815112192	o conceito de amizade desse povo é mt estranho pprt 	0
1389	1511033754608885771	Deu tudo certo família ninguém desmaiou 😎😎 A Lara quasekkkk 	0
3371	1407706289011130000	Me fizeram um pix por engano, weeeee. Quartou ✌🏼✌🏼✌🏼	0
3570	1511031649647181838	Olavo falou a mesma coisa. E como sempre os seus alunos, 'dignos' guardiões do Olavismo, deturparam ele. Afinal Olavo é o Karl Marx da Direita. 	1
2627	1511120429892743174	Eu tento ser fria igual a você mas eu só consigo demonstrar dmais 	0
257	1511036160700784641	se a pessoa ainda é estagiária e ganha apenas 500 aí sim que tá liberado 	0
1658	1407847546530240000	Falei que estava vergonhoso e estava ridículo esse jogo pro Fluminense só faltava a cereja do bolo tomar o gol e tomou PQP jogo para passar raiva 😡	0
2244	1407878152987330000	Só quem sabe apreciar as coisas simples merece alcançar a grandeza.	0
1148	1511122459268943872	minha mãe disse q vai consertar o tocador de cd pra ouvir NFR comigo &lt;333 	1
4094	1511123110682112006	fico mto feliz quando minhas amigas me marcam em posts de “marque alguma criativa etc” 🥺❤️ 	0
3512	1511035627801882624	Eu gostava de mim em 2014, ouvia rap o tempo todo, daqui a pouco tava falando igual paulista “e aí truta, mó guela” kkkkkkkkkkkkk 	0
1590	1511035644105138179	a caetana peidou na minha cara acabou esse relacionamento toxico 	0
2885	1511116006151933961	paranoia essas hora kamilly??? pelo amor em 	0
3027	1511031542864388101	Isto é o que mais me incomoda Tiveram quase 1 ano para aprender com o português e hoje digo que todo o Legado de JJ foi destruído. Descemos de Patamar 	0
3696	1511118233402761222	falou pouco mas falou merda 	0
953	1407857706740890000	Obrigado, Gerson😭	0
4183	1511045022585602054	Nem parece que era ministro do cara que zombou da Miriam. 	1
4394	1511029910021808130	QUE HOMEM. PELO AMOR DE DEUS. UM ESPETÁCULO! 	0
4032	1511032640593444878	SP, MG, RS, RJ e demais UF, precisam atender quem não é dos redutos, para que os redutos se convençam de que os populistas e fichas sujas, candidatos a qualquer cargo, ainda proporcionam muito mal, porque, são maus para o Brasil a décadas. 	1
3075	1511113919888306176	até o tt me iludindo 	0
4179	1511028083012341777	Não suporto faltas de respeito assim 	0
4338	1511031043188572165	Ai a ex embaixatriz reclamou 🤣 que porra de falta de pauta 	0
2730	1511117724033900549	SEXO 	0
4133	1511036871450710019	É kkkkkkk 00:30 eu te conto um segredo 	0
